2.396045438945293427e-02,5.182769918658358677e-01
9.992384910583496094e-02,3.627938943060851074e-01
1.758872419595718384e-01,9.847262845450881485e-01
2.518506348133087158e-01,8.810710590049314339e-01
3.278140127658843994e-01,1.088381896417856431e+00
4.037773907184600830e-01,1.140209158438677539e+00
4.797407984733581543e-01,1.088381042419954481e+00
5.557042360305786133e-01,6.219325122387751037e-01
6.316676139831542969e-01,6.737602215920063253e-01
7.076309919357299805e-01,8.292433496517002123e-01
7.835943698883056641e-01,6.219320242399738463e-01
8.595578074455261230e-01,4.664493841790813278e-01
9.355211853981018066e-01,7.255885002780658732e-01
1.011484503746032715e+00,3.627933961411307640e-01
1.087448000907897949e+00,3.109662561193875518e-01
1.163411378860473633e+00,5.182770935323126327e-02
1.239374756813049316e+00,2.591385467661563302e-01
1.315338134765625000e+00,2.073108374129250531e-01
1.391301512718200684e+00,2.591385467661563302e-01
1.467264890670776367e+00,5.182770935323126327e-02
1.543228268623352051e+00,1.036552560403230794e-01
1.619191765785217285e+00,1.036554187064625265e-01
1.695155143737792969e+00,0.000000000000000000e+00
1.771118521690368652e+00,5.182770935323126327e-02
1.847081899642944336e+00,0.000000000000000000e+00
1.923045277595520020e+00,0.000000000000000000e+00
1.999008655548095703e+00,0.000000000000000000e+00
2.074971914291381836e+00,5.182762802016153969e-02
2.150935411453247070e+00,5.182779068655625487e-02
2.226898670196533203e+00,0.000000000000000000e+00
2.302862167358398438e+00,0.000000000000000000e+00
2.378825426101684570e+00,0.000000000000000000e+00
2.454788923263549805e+00,0.000000000000000000e+00
2.530752420425415039e+00,0.000000000000000000e+00
2.606715679168701172e+00,5.182762802016153969e-02
2.682679176330566406e+00,0.000000000000000000e+00
2.758642435073852539e+00,0.000000000000000000e+00
2.834605932235717773e+00,0.000000000000000000e+00
2.910569190979003906e+00,0.000000000000000000e+00
2.986532688140869141e+00,0.000000000000000000e+00
3.062495946884155273e+00,5.182762802016153969e-02
3.138459444046020508e+00,0.000000000000000000e+00
3.214422941207885742e+00,0.000000000000000000e+00
3.290386199951171875e+00,0.000000000000000000e+00
3.366349697113037109e+00,0.000000000000000000e+00
3.442312955856323242e+00,0.000000000000000000e+00
3.518276453018188477e+00,0.000000000000000000e+00
3.594239711761474609e+00,0.000000000000000000e+00
3.670203208923339844e+00,0.000000000000000000e+00
3.746166706085205078e+00,1.554833720596687785e-01
3.822129964828491211e+00,5.182762802016153969e-02
3.898093461990356445e+00,5.182779068655625487e-02
3.974056720733642578e+00,5.182762802016153969e-02
4.050020217895507812e+00,5.182762802016153969e-02
4.125983715057373047e+00,5.182762802016153969e-02
4.201947212219238281e+00,0.000000000000000000e+00
4.277910709381103516e+00,0.000000000000000000e+00
4.353874206542968750e+00,1.554838600619161959e-01
4.429837226867675781e+00,1.036552560403230794e-01
4.505800724029541016e+00,1.036552560403230794e-01
4.581764221191406250e+00,5.182762802016153969e-02
4.657727718353271484e+00,1.036559067079441260e-01
4.733690738677978516e+00,5.182762802016153969e-02
4.809654235839843750e+00,0.000000000000000000e+00
4.885617733001708984e+00,5.182762802016153969e-02
4.961581230163574219e+00,0.000000000000000000e+00
5.037544727325439453e+00,5.182795335397206299e-02
5.113507747650146484e+00,5.182762802016153969e-02
5.189471244812011719e+00,0.000000000000000000e+00
5.265434741973876953e+00,5.182762802016153969e-02
